Date Pulled,Address,Suburb,Property Type,Beds,Baths,Cars,Land Size (m2),Asking Price ($),Price Per Acre ($),Days on Market,Sale Method,Agency,Dual Living / Granny Flat,Subdivision Potential,Usable Land,Build Classification,Budget Rule Applied,Dynamic Rent Est ($),NOI ($),Cap Rate (%),Gross Yield (%),Net Yield (%),Monthly Repayment ($),DSCR,Break-Even Ratio (%),Net Annual Cashflow ($),Net Weekly Cashflow ($),Quarantined Loss Year 1 ($),Tax Benefit Year 1 ($),Post-Tax Cash Flow ($) *Est,Est Renovation / Capex ($),Total Cash Invested ($),Cash-on-Cash Return (%),Est 10-Yr IRR (%),Est Year 1 ROE (%),Cashflow Status,URL
2026-06-30,71  Atkinson Road,Araluen,acreage/semi-rural,4.0,2.0,2.0,38400.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-acreage+semi-rural-qld-araluen-146826720
2026-06-30,945 Neusa Vale Road,Kin Kin,acreage/semi-rural,3.0,3.0,7.0,420000.0,2900000.0,27943.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,1.26,1.61,1.26,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,1360000.0,-6.24,3.01,-5.63,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-kin+kin-150700772
2026-06-30,456 Gap Road,Kin Kin,acreage/semi-rural,3.0,2.0,5.0,291400.0,1500000.0,20831.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.44,3.12,2.44,7584.82,0.4,216.37,-54461.8,-1047.34,51444.0,0.0,-54461.8,0.0,360000.0,-15.13,3.49,-12.52,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-kin+kin-151455520
2026-06-30,247 Eastern Branch Road,Kin Kin,house,3.0,1.0,3.0,1141200.0,2250000.0,7979.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,1.62,2.08,1.62,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,710000.0,-11.94,2.72,-10.31,Negative,https://www.realestate.com.au/property-house-qld-kin+kin-149715172
2026-06-30,80 Western Branch Road,Kin Kin,house,5.0,2.0,8.0,473700.0,2650000.0,22639.0,,For Sale,Unknown,False,True,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,1.38,1.77,1.38,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,1110000.0,-7.64,2.93,-6.83,Negative,https://www.realestate.com.au/property-house-qld-kin+kin-151214736
2026-06-30,33 Pender Creek Road,Kin Kin,house,4.0,1.0,4.0,40600.0,0.0,,,For Sale,Unknown,True,True,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-kin+kin-151357232
2026-06-30,1174 Pomona Kin Kin Road,Kin Kin,house,3.0,2.0,8.0,376400.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-kin+kin-151301804
2026-06-30,9 Ransome Street,Pomona,house,3.0,1.0,7.0,21400.0,0.0,,,For Sale,Unknown,True,False,True,Established / Assume Quarantined,,450.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-pomona-151553336
2026-06-30,51 Hollis Road,Pomona,house,5.0,3.0,3.0,14600.0,1725000.0,478139.0,,For Sale,Unknown,True,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,0.87,1.36,0.87,10113.09,0.12,554.4,-106329.06,-2044.79,98972.0,0.0,-106329.06,0.0,185000.0,-57.48,-1.21,-39.2,Negative,https://www.realestate.com.au/property-house-qld-pomona-151157784
2026-06-30,20 Melia Lane,Pomona,house,5.0,3.0,9.0,14800.0,1750000.0,478514.0,,For Sale,Unknown,True,True,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,0.86,1.34,0.86,10113.09,0.12,554.4,-106329.06,-2044.79,98972.0,0.0,-106329.06,0.0,210000.0,-50.63,-1.01,-35.74,Negative,https://www.realestate.com.au/property-house-qld-pomona-151156888
2026-06-30,15 Rectory Street,Pomona,house,4.0,2.0,2.0,840.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,450.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-pomona-151469244
2026-06-30,64 Possum Lane,Pomona,house,4.0,2.0,6.0,469300.0,2350000.0,20264.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,0.64,1.0,0.64,10113.09,0.12,554.4,-106329.06,-2044.79,98972.0,0.0,-106329.06,0.0,810000.0,-13.13,1.31,-11.46,Negative,https://www.realestate.com.au/property-house-qld-pomona-144334404
2026-06-30,4 Bushman Court,Pomona,house,3.0,1.0,3.0,4816.0,1100000.0,924324.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,1.37,2.13,1.37,5562.2,0.23,321.02,-51718.38,-994.58,52172.0,0.0,-51718.38,0.0,280000.0,-18.47,1.08,-15.44,Negative,https://www.realestate.com.au/property-house-qld-pomona-151011248
2026-06-30,19 Tree Street,Pomona,house,4.0,2.0,2.0,1874.0,1450000.0,3131242.0,,For Sale,Unknown,True,True,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,1.04,1.61,1.04,7331.99,0.17,411.78,-72955.87,-1403.0,70372.0,0.0,-72955.87,0.0,350000.0,-20.84,0.7,-17.27,Negative,https://www.realestate.com.au/property-house-qld-pomona-151285736
2026-06-30,7 Drovers Court,Pomona,house,4.0,2.0,2.0,16100.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,450.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-pomona-149007052
2026-06-30,12 Friarbird Place,Pomona,house,2.0,2.0,2.0,1272.0,1150000.0,3658718.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,1.31,2.03,1.31,5815.03,0.22,333.98,-54752.31,-1052.93,54772.0,0.0,-54752.31,0.0,290000.0,-18.88,1.01,-15.76,Negative,https://www.realestate.com.au/property-house-qld-pomona-151587028
2026-06-30,48 Pioneer Road,Pomona,house,4.0,3.0,14.0,41700.0,2750000.0,266879.0,,For Sale,Unknown,True,True,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,0.55,0.85,0.55,10113.09,0.12,554.4,-106329.06,-2044.79,98972.0,0.0,-106329.06,0.0,1210000.0,-8.79,1.87,-7.89,Negative,https://www.realestate.com.au/property-house-qld-pomona-150970204
2026-06-30,32 Summit Road,Pomona,house,4.0,2.0,2.0,1296.0,0.0,,,For Sale,Unknown,False,True,True,Established / Assume Quarantined,,450.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-pomona-151280656
2026-06-30,12 Kylie Court,Pomona,house,3.0,2.0,1.0,862.0,1050000.0,4929470.0,,For Sale,Unknown,False,True,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,1.43,2.23,1.43,5309.37,0.24,308.05,-48684.46,-936.24,49572.0,0.0,-48684.46,0.0,270000.0,-18.03,1.15,-15.1,Negative,https://www.realestate.com.au/property-house-qld-pomona-150883548
2026-06-30,36 Reserve Street,Pomona,house,3.0,1.0,4.0,1720.0,975000.0,2294005.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,1.54,2.4,1.54,4930.13,0.25,288.6,-44133.57,-848.72,45672.0,0.0,-44133.57,0.0,255000.0,-17.31,1.27,-14.53,Negative,https://www.realestate.com.au/property-house-qld-pomona-150931964
2026-06-30,21 Mill Street,Pomona,house,3.0,1.0,2.0,1769.0,1025000.0,2344845.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,1.47,2.28,1.47,5182.96,0.24,301.57,-47167.49,-907.07,48272.0,0.0,-47167.49,0.0,265000.0,-17.8,1.19,-14.91,Negative,https://www.realestate.com.au/property-house-qld-pomona-151149536
2026-06-30,16 Marquee Lane,Pomona,house,4.0,2.0,4.0,1362.0,1375000.0,4085486.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",450.0,15028.0,1.09,1.7,1.09,6952.75,0.18,392.33,-68404.98,-1315.48,66472.0,0.0,-68404.98,0.0,335000.0,-20.42,0.76,-16.94,Negative,https://www.realestate.com.au/property-house-qld-pomona-151543132
2026-06-30,249 Upper Pinbarren Creek Road,Pinbarren,house,4.0,2.0,12.0,121800.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-pinbarren-150995800
2026-06-30,152 Pomona Kin Kin Road,Pinbarren,house,3.0,1.0,1.0,4841.0,995000.0,831776.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,3.67,4.7,3.67,5031.26,0.61,150.9,-23819.14,-458.06,25184.0,0.0,-23819.14,0.0,259000.0,-9.2,5.53,-7.71,Negative,https://www.realestate.com.au/property-house-qld-pinbarren-151159612
2026-06-30,52 Binalong Road,Pinbarren,acreage/semi-rural,3.0,2.0,2.0,137600.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-acreage+semi-rural-qld-pinbarren-146966788
2026-06-30,TBA TBA,Pinbarren,house,4.0,2.0,2.0,15000.0,1918637.0,517630.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,1.91,2.44,1.91,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,378637.0,-22.4,2.36,-17.87,Negative,https://www.realestate.com.au/property-house-qld-pinbarren-148513748
2026-06-30,163 Middle Creek Road,Federal,house,4.0,2.0,9.0,286900.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,500.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-federal-149804888
2026-06-30,35 Lake MacDonald Drive,Cooroy,house,3.0,1.0,3.0,4902.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,585.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-cooroy-151304880
2026-06-30,47 Nandroya Road,Cooroy,house,5.0,2.0,2.0,4401.0,1100000.0,1011485.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,1.95,2.77,1.95,5562.2,0.32,248.78,-45259.98,-870.38,45713.6,0.0,-45259.98,0.0,280000.0,-16.16,2.2,-13.51,Negative,https://www.realestate.com.au/property-house-qld-cooroy-151087704
2026-06-30,72 Straker Drive,Cooroy,house,4.0,2.0,2.0,931.0,1400000.0,6085504.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,1.53,2.17,1.53,7079.16,0.25,308.62,-63463.54,-1220.45,61313.6,0.0,-63463.54,0.0,340000.0,-18.67,1.62,-15.48,Negative,https://www.realestate.com.au/property-house-qld-cooroy-150946600
2026-06-30,12 Arthur Court,Cooroy,house,4.0,2.0,2.0,760.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,585.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-cooroy-151397356
2026-06-30,108 Maple Street,Cooroy,house,3.0,2.0,2.0,586.0,950000.0,6560609.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,2.26,3.2,2.26,4803.72,0.37,218.86,-36158.2,-695.35,37913.6,0.0,-36158.2,0.0,250000.0,-14.46,2.62,-12.15,Negative,https://www.realestate.com.au/property-house-qld-cooroy-151300148
2026-06-30,122 Cooroy Mountain Road,Cooroy,acreage/semi-rural,6.0,4.0,6.0,80900.0,3750000.0,187586.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,0.57,0.81,0.57,10113.09,0.18,428.31,-99870.66,-1920.59,92513.6,0.0,-99870.66,0.0,2210000.0,-4.52,2.7,-4.17,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-cooroy-149522472
2026-06-30,79 Garnet Street,Cooroy,house,4.0,3.0,9.0,20200.0,2500000.0,500849.0,,For Sale,Unknown,False,True,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,0.86,1.22,0.86,10113.09,0.18,428.31,-99870.66,-1920.59,92513.6,0.0,-99870.66,0.0,960000.0,-10.4,1.95,-9.2,Negative,https://www.realestate.com.au/property-house-qld-cooroy-146362332
2026-06-30,35 Overlander Avenue,Cooroy,house,3.0,2.0,6.0,1691.0,999000.0,2390782.0,,For Sale,Unknown,False,True,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,2.15,3.05,2.15,5051.49,0.35,228.64,-39131.45,-752.53,40461.6,0.0,-39131.45,0.0,259800.0,-15.06,2.47,-12.63,Negative,https://www.realestate.com.au/property-house-qld-cooroy-151297120
2026-06-30,14 Pear Tree Lane,Cooroy,house,3.0,2.0,3.0,4047.0,1475000.0,1474949.0,,For Sale,Unknown,False,True,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,1.46,2.06,1.46,7458.4,0.24,323.58,-68014.43,-1307.97,65213.6,0.0,-68014.43,0.0,355000.0,-19.16,1.52,-15.86,Negative,https://www.realestate.com.au/property-house-qld-cooroy-151573780
2026-06-30,176 Nandroya Road,Cooroy,acreage/semi-rural,5.0,2.0,9.0,23100.0,1790000.0,313588.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,1.2,1.7,1.2,10113.09,0.18,428.31,-99870.66,-1920.59,92513.6,0.0,-99870.66,0.0,250000.0,-39.95,0.1,-29.42,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-cooroy-151188708
2026-06-30,15 A Kensington Drive,Cooroy,house,5.0,3.0,11.0,18800.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,585.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-cooroy-151414424
2026-06-30,53 Martins Road,Cooroy,house,5.0,4.0,6.0,155900.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,585.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-cooroy-151422620
2026-06-30,17 Tulip Street,Cooroy,house,4.0,2.0,3.0,1431.0,1290000.0,3648113.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,1.67,2.36,1.67,6522.94,0.27,286.68,-56788.9,-1092.09,55593.6,0.0,-56788.9,0.0,318000.0,-17.86,1.8,-14.85,Negative,https://www.realestate.com.au/property-house-qld-cooroy-151493516
2026-06-30,8 Ashgrove Drive,Cooroy,house,4.0,2.0,2.0,616.0,1150000.0,7555015.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",585.0,21486.4,1.87,2.65,1.87,5815.03,0.31,258.76,-48293.91,-928.73,48313.6,0.0,-48293.91,0.0,290000.0,-16.65,2.08,-13.9,Negative,https://www.realestate.com.au/property-house-qld-cooroy-151475084
2026-06-30,11/5 Pearl Street,Cooroy,house,3.0,3.0,2.0,0.0,1000000.0,,,For Sale,Unknown,False,True,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,585.0,21486.4,2.15,3.04,2.15,5056.54,0.35,228.84,-39192.13,-753.69,0.0,14990.03,-24202.1,0.0,260000.0,-15.07,4.08,-12.64,Negative,https://www.realestate.com.au/property-house-qld-cooroy-149849884
2026-06-30,146 Solar Road,Cooroy Mountain,house,4.0,4.0,8.0,43300.0,14000000.0,1308454.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,0.26,0.33,0.26,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,12460000.0,-0.68,3.42,-0.64,Negative,https://www.realestate.com.au/property-house-qld-cooroy+mountain-150589824
2026-06-30,262 Cooroy Mountain Road,Cooroy Mountain,house,3.0,3.0,5.0,34800.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-cooroy+mountain-150794924
2026-06-30,173 Cooroy Mountain Road,Cooroy Mountain,house,4.0,2.0,4.0,60700.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-cooroy+mountain-150968980
2026-06-30,148 Solar Road,Cooroy Mountain,house,4.0,4.0,7.0,79900.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-cooroy+mountain-151614092
2026-06-30,134 Tunba Ct,Cooroy Mountain,house,4.0,2.0,7.0,93900.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-cooroy+mountain-149383016
2026-06-30,45 Beechtree Road,Black Mountain,house,5.0,2.0,3.0,27800.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-black+mountain-151569304
2026-06-30,166 Blueberry Drive,Black Mountain,house,4.0,3.0,2.0,24000.0,0.0,,,For Sale,Unknown,True,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-black+mountain-151371852
2026-06-30,220 Black Mountain Range Road,Black Mountain,house,4.0,2.0,1.0,228500.0,3000000.0,53132.0,,For Sale,Unknown,False,True,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,1.22,1.56,1.22,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,1460000.0,-5.81,3.04,-5.27,Negative,https://www.realestate.com.au/property-house-qld-black+mountain-149361056
2026-06-30,17 Watergum Place,Black Mountain,house,4.0,3.0,2.0,3473.0,1000000.0,1165235.0,,For Sale,Unknown,True,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,3.66,4.68,3.66,5056.54,0.6,151.54,-24122.53,-463.89,25444.0,0.0,-24122.53,0.0,260000.0,-9.28,5.5,-7.78,Negative,https://www.realestate.com.au/property-house-qld-black+mountain-151365024
2026-06-30,118 Blanckensee Road,Black Mountain,acreage/semi-rural,4.0,3.0,4.0,29800.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-acreage+semi-rural-qld-black+mountain-151418612
2026-06-30,3 Bunya Lane,Black Mountain,house,4.0,3.0,5.0,5335.0,1650000.0,1251606.0,,For Sale,Unknown,True,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.22,2.84,2.22,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,110000.0,-77.09,1.65,-44.05,Negative,https://www.realestate.com.au/property-house-qld-black+mountain-151276336
2026-06-30,85 Tallowwood Place,Black Mountain,house,5.0,3.0,2.0,32100.0,1899000.0,239408.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,1.93,2.46,1.93,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,359000.0,-23.62,2.32,-18.68,Negative,https://www.realestate.com.au/property-house-qld-black+mountain-151488712
2026-06-30,279 Lawnville Road,Black Mountain,acreage/semi-rural,3.0,3.0,5.0,82600.0,1675000.0,82064.0,,For Sale,Unknown,True,True,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.18,2.79,2.18,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,135000.0,-62.82,1.75,-38.77,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-black+mountain-151251852
2026-06-30,9 Flooded Gum Place,Black Mountain,house,4.0,2.0,8.0,6929.0,1799000.0,1050700.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.03,2.6,2.03,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,259000.0,-32.74,2.12,-24.3,Negative,https://www.realestate.com.au/property-house-qld-black+mountain-151557052
2026-06-30,115 Cudgerie Drive,Black Mountain,house,4.0,2.0,7.0,4489.0,1470000.0,1325214.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.49,3.18,2.49,7433.12,0.41,212.48,-52641.44,-1012.34,49884.0,0.0,-52641.44,0.0,354000.0,-14.87,3.57,-12.31,Negative,https://www.realestate.com.au/property-house-qld-black+mountain-150771636
2026-06-30,742 Cooroy Belli Creek Road,Black Mountain,house,8.0,4.0,6.0,209400.0,0.0,,,For Sale,Unknown,True,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-black+mountain-151436452
2026-06-30,41 Tallowwood Place,Black Mountain,house,4.0,3.0,5.0,12300.0,0.0,,,For Sale,Unknown,True,False,False,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-black+mountain-150949360
2026-06-30,83 Racehorse Lane,Lake Macdonald,house,4.0,2.0,2.0,8099.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-lake+macdonald-151605868
2026-06-30,L2 Meadow Lane,Lake Macdonald,house,4.0,3.0,2.0,15400.0,3190000.0,838278.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,1.15,1.47,1.15,10113.09,0.3,281.2,-84801.06,-1630.79,0.0,28654.28,-56146.78,0.0,1650000.0,-5.14,4.31,-4.69,Negative,https://www.realestate.com.au/property-house-qld-lake+macdonald-150561000
2026-06-30,L1 Meadow Lane,Lake Macdonald,house,4.0,3.0,2.0,17300.0,3175000.0,742704.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,1.15,1.47,1.15,10113.09,0.3,281.2,-84801.06,-1630.79,0.0,28654.28,-56146.78,0.0,1635000.0,-5.19,4.31,-4.73,Negative,https://www.realestate.com.au/property-house-qld-lake+macdonald-150188172
2026-06-30,L3 Meadow Lane,Lake Macdonald,acreage/semi-rural,5.0,3.0,2.0,15000.0,3325000.0,897054.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,1.1,1.41,1.1,10113.09,0.3,281.2,-84801.06,-1630.79,0.0,28654.28,-56146.78,0.0,1785000.0,-4.75,4.32,-4.35,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-lake+macdonald-150561016
2026-06-30,228 Forest Acres Drive,Lake Macdonald,house,4.0,2.0,4.0,4001.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-lake+macdonald-151132964
2026-06-30,129 Forest Acres Drive,Lake Macdonald,house,4.0,2.0,3.0,0.0,1495000.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.45,3.13,2.45,7559.53,0.4,215.72,-54158.4,-1041.51,51184.0,0.0,-54158.4,0.0,359000.0,-15.09,3.5,-12.49,Negative,https://www.realestate.com.au/property-house-qld-lake+macdonald-151427140
2026-06-30,10 Pine Tree Drive West,Lake Macdonald,house,4.0,2.0,2.0,21200.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-lake+macdonald-151597332
2026-06-30,44 Hoy Rd,Lake Macdonald,house,5.0,3.0,3.0,15000.0,2379609.0,641996.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,1.54,1.97,1.54,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,839609.0,-10.1,2.81,-8.85,Negative,https://www.realestate.com.au/property-house-qld-lake+macdonald-148981188
2026-06-30,lot 07 Meadow Lane,Lake Macdonald,house,4.0,2.0,2.0,15800.0,2255000.0,577574.0,,For Sale,Unknown,True,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,1.62,2.08,1.62,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,715000.0,-11.86,2.72,-10.24,Negative,https://www.realestate.com.au/property-house-qld-lake+macdonald-151414784
2026-06-30,359 Old Tewantin Road,Lake Macdonald,acreage/semi-rural,4.0,2.0,2.0,40500.0,1799000.0,179761.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.03,2.6,2.03,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,259000.0,-32.74,2.12,-24.3,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-lake+macdonald-148092848
2026-06-30,Lot 9 Meadow Ln,Lake Macdonald,house,4.0,2.0,0.0,75700.0,2145400.0,114691.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,1.7,2.18,1.7,10113.09,0.3,281.2,-84801.06,-1630.79,0.0,28654.28,-56146.78,0.0,605400.0,-14.01,4.22,-11.9,Negative,https://www.realestate.com.au/property-house-qld-lake+macdonald-150912424
