Date Pulled,Address,Suburb,Property Type,Beds,Baths,Cars,Land Size (m2),Asking Price ($),Price Per Acre ($),Days on Market,Sale Method,Agency,Dual Living / Granny Flat,Subdivision Potential,Usable Land,Build Classification,Budget Rule Applied,Dynamic Rent Est ($),NOI ($),Cap Rate (%),Gross Yield (%),Net Yield (%),Monthly Repayment ($),DSCR,Break-Even Ratio (%),Net Annual Cashflow ($),Net Weekly Cashflow ($),Quarantined Loss Year 1 ($),Tax Benefit Year 1 ($),Post-Tax Cash Flow ($) *Est,Est Renovation / Capex ($),Total Cash Invested ($),Cash-on-Cash Return (%),Est 10-Yr IRR (%),Est Year 1 ROE (%),Cashflow Status,URL
2026-06-30,11 Red Hill Road,Gympie,other,3.0,2.0,8.0,944.0,1100000.0,4715621.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,2.18,3.01,2.18,5562.2,0.36,228.9,-42740.25,-821.93,43193.87,0.0,-42740.25,0.0,280000.0,-15.26,2.65,-12.76,Negative,https://www.realestate.com.au/property-other-qld-gympie-151630776
2026-06-30,44 Young Street,Gympie,house,3.0,2.0,5.0,642.0,735000.0,4633087.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,3.27,4.51,3.27,3716.56,0.54,162.1,-20592.59,-396.01,24213.87,0.0,-20592.59,0.0,207000.0,-9.95,4.16,-8.45,Negative,https://www.realestate.com.au/property-house-qld-gympie-151190112
2026-06-30,36 Hilton Road,Gympie,house,3.0,1.0,0.0,866.0,649000.0,3032808.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,3.7,5.11,3.7,3281.7,0.61,146.37,-15374.23,-295.66,19741.87,0.0,-15374.23,0.0,189800.0,-8.1,4.75,-6.92,Negative,https://www.realestate.com.au/property-house-qld-gympie-150902724
2026-06-30,8 Gladstone Street,Gympie,house,4.0,1.0,3.0,610.0,795000.0,5274186.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,3.02,4.17,3.02,4019.95,0.5,173.08,-24233.3,-466.02,27333.87,0.0,-24233.3,0.0,219000.0,-11.07,3.82,-9.37,Negative,https://www.realestate.com.au/property-house-qld-gympie-151631192
2026-06-30,3 Cassia Court,Gympie,house,4.0,1.0,3.0,961.0,735000.0,3095153.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,3.27,4.51,3.27,3716.56,0.54,162.1,-20592.59,-396.01,24213.87,0.0,-20592.59,0.0,207000.0,-9.95,4.16,-8.45,Negative,https://www.realestate.com.au/property-house-qld-gympie-151443152
2026-06-30,29 Louisa Street,Gympie,house,6.0,2.0,2.0,3101.0,1350000.0,1761774.0,,For Sale,Unknown,True,False,True,New Build / Likely Eligible,2026 Budget: losses deductible against other income,637.67,24006.13,1.78,2.46,1.78,6826.33,0.29,274.64,-57909.88,-1113.65,0.0,20791.73,-37118.15,0.0,330000.0,-17.55,3.71,-14.57,Negative,https://www.realestate.com.au/property-house-qld-gympie-151190284
2026-06-30,4 Baker Street,Gympie,house,3.0,1.0,1.0,597.0,750000.0,5083995.0,,For Sale,Unknown,False,False,True,New Build / Likely Eligible,2026 Budget: losses deductible against other income,637.67,24006.13,3.2,4.42,3.2,3792.41,0.53,164.85,-21502.76,-413.51,0.0,9247.73,-12255.03,0.0,210000.0,-10.24,5.7,-8.69,Negative,https://www.realestate.com.au/property-house-qld-gympie-151334800
2026-06-30,29 Caledonian Hill,Gympie,house,3.0,1.0,1.0,1739.0,790000.0,1838424.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,3.04,4.2,3.04,3994.67,0.5,172.17,-23929.91,-460.19,27073.87,0.0,-23929.91,0.0,218000.0,-10.98,3.85,-9.29,Negative,https://www.realestate.com.au/property-house-qld-gympie-151146136
2026-06-30,38 Horseshoe Bend,Gympie,house,2.0,1.0,0.0,664.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,637.67,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-gympie-150001468
2026-06-30,88 Cartwright Road,Gympie,house,4.0,2.0,2.0,800.0,775000.0,3920396.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,3.1,4.28,3.1,3918.82,0.51,169.42,-23019.73,-442.69,26293.87,0.0,-23019.73,0.0,215000.0,-10.71,3.93,-9.07,Negative,https://www.realestate.com.au/property-house-qld-gympie-151443076
2026-06-30,23 Spicer Street,Gympie,house,4.0,3.0,2.0,1657.0,1350000.0,3297080.0,,For Sale,Unknown,True,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,1.78,2.46,1.78,6826.33,0.29,274.64,-57909.88,-1113.65,56193.87,0.0,-57909.88,0.0,330000.0,-17.55,2.07,-14.57,Negative,https://www.realestate.com.au/property-house-qld-gympie-151502548
2026-06-30,4A Elgin Street,Gympie,house,3.0,1.0,4.0,900.0,750000.0,3372383.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,3.2,4.42,3.2,3792.41,0.53,164.85,-21502.76,-413.51,24993.87,0.0,-21502.76,0.0,210000.0,-10.24,4.07,-8.69,Negative,https://www.realestate.com.au/property-house-qld-gympie-151515240
2026-06-30,9 Lillis Road,Gympie,house,3.0,2.0,2.0,802.0,850000.0,4289066.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,2.82,3.9,2.82,4298.06,0.47,183.15,-27570.62,-530.2,30193.87,0.0,-27570.62,0.0,230000.0,-11.99,3.55,-10.12,Negative,https://www.realestate.com.au/property-house-qld-gympie-151333668
2026-06-30,13 Pollock Street,Gympie,house,3.0,1.0,2.0,807.0,685000.0,3435067.0,,For Sale,Unknown,False,True,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,3.5,4.84,3.5,3463.73,0.58,152.95,-17558.66,-337.67,21613.87,0.0,-17558.66,0.0,197000.0,-8.91,4.49,-7.59,Negative,https://www.realestate.com.au/property-house-qld-gympie-151614884
2026-06-30,56 Heights Drive,Gympie,house,4.0,3.0,3.0,504.0,899000.0,7218506.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",637.67,24006.13,2.67,3.69,2.67,4545.83,0.44,192.11,-30543.87,-587.38,32741.87,0.0,-30543.87,0.0,239800.0,-12.74,3.33,-10.73,Negative,https://www.realestate.com.au/property-house-qld-gympie-151618900
2026-06-30,46A Sorensen Road,Southside,house,4.0,2.0,4.0,921.0,975000.0,4284135.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,2.55,3.5,2.55,4930.13,0.42,200.49,-34278.53,-659.2,35816.96,0.0,-34278.53,0.0,255000.0,-13.44,3.22,-11.29,Negative,https://www.realestate.com.au/property-house-qld-southside-151532112
2026-06-30,10 Rose Road,Southside,house,3.0,2.0,5.0,2830.0,1100000.0,1572984.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,2.26,3.1,2.26,5562.2,0.37,222.72,-41863.34,-805.06,42316.96,0.0,-41863.34,0.0,280000.0,-14.95,2.8,-12.5,Negative,https://www.realestate.com.au/property-house-qld-southside-151462948
2026-06-30,51 Groundwater Road,Southside,house,3.0,2.0,2.0,962.0,745000.0,3134003.0,,For Sale,Unknown,False,False,True,New Build / Likely Eligible,2026 Budget: losses deductible against other income,656.0,24883.04,3.34,4.58,3.34,3767.13,0.55,159.58,-20322.47,-390.82,0.0,8827.08,-11495.39,0.0,209000.0,-9.72,5.97,-8.25,Negative,https://www.realestate.com.au/property-house-qld-southside-150842400
2026-06-30,4 Agapanthus Place,Southside,house,4.0,2.0,2.0,838.0,825000.0,3984081.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,3.02,4.13,3.02,4171.65,0.5,173.81,-25176.75,-484.17,28016.96,0.0,-25176.75,0.0,225000.0,-11.19,3.88,-9.46,Negative,https://www.realestate.com.au/property-house-qld-southside-151185696
2026-06-30,14 Scarlet Moon Court,Southside,house,4.0,2.0,2.0,1003.0,1050000.0,4236494.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,2.37,3.25,2.37,5309.37,0.39,213.83,-38829.42,-746.72,39716.96,0.0,-38829.42,0.0,270000.0,-14.38,2.96,-12.04,Negative,https://www.realestate.com.au/property-house-qld-southside-151551308
2026-06-30,4 Carbeen Court,Southside,house,3.0,1.0,4.0,2195.0,795000.0,1465719.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,656.0,24883.04,3.13,4.29,3.13,4019.95,0.52,168.47,-23356.39,-449.16,0.0,9789.08,-13567.32,0.0,219000.0,-10.67,5.68,-9.03,Negative,https://www.realestate.com.au/property-house-qld-southside-150858640
2026-06-30,28 Scenic Drive,Southside,house,4.0,2.0,2.0,697.0,950000.0,5515806.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,2.62,3.59,2.62,4803.72,0.43,196.04,-32761.56,-630.03,34516.96,0.0,-32761.56,0.0,250000.0,-13.1,3.32,-11.01,Negative,https://www.realestate.com.au/property-house-qld-southside-151013408
2026-06-30,12 Revelation Road,Southside,house,4.0,2.0,2.0,755.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,656.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-southside-151433740
2026-06-30,32 Roselea Avenue,Southside,house,1.0,1.0,1.0,11600.0,755000.0,263395.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,3.3,4.52,3.3,3817.69,0.54,161.35,-20929.25,-402.49,24376.96,0.0,-20929.25,0.0,211000.0,-9.92,4.27,-8.41,Negative,https://www.realestate.com.au/property-house-qld-southside-151185596
2026-06-30,224 Eel Creek Road,Southside,acreage/semi-rural,3.0,1.0,2.0,272600.0,4500000.0,66804.0,,For Sale,Unknown,False,True,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,0.55,0.76,0.55,10113.09,0.21,382.82,-96474.02,-1855.27,89116.96,0.0,-96474.02,0.0,2960000.0,-3.26,2.96,-3.03,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-southside-150894304
2026-06-30,5 Sorensen Road,Southside,house,5.0,2.0,6.0,3001.0,1069000.0,1441551.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,2.33,3.19,2.33,5405.45,0.38,217.21,-39982.31,-768.89,40704.96,0.0,-39982.31,0.0,273800.0,-14.6,2.9,-12.22,Negative,https://www.realestate.com.au/property-house-qld-southside-151618252
2026-06-30,59 Groundwater Road,Southside,house,6.0,3.0,3.0,30300.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,656.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-southside-151056440
2026-06-30,23 Bimbadean Circuit,Southside,house,3.0,2.0,1.0,0.0,729000.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,3.41,4.68,3.41,3686.22,0.56,156.73,-19351.61,-372.15,23024.96,0.0,-19351.61,0.0,205800.0,-9.4,4.44,-7.99,Negative,https://www.realestate.com.au/property-house-qld-southside-151625524
2026-06-30,10 Heritage Lane,Southside,,,,,0.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,656.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/project/liven-willow-rise-southside-600045828
2026-06-30,82 Rocks Road,Southside,house,4.0,2.0,2.0,4001.0,1300000.0,1314901.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",656.0,24883.04,1.91,2.62,1.91,6573.51,0.32,258.3,-53999.05,-1038.44,52716.96,0.0,-53999.05,0.0,320000.0,-16.87,2.3,-14.03,Negative,https://www.realestate.com.au/property-house-qld-southside-151616696
2026-06-30,Address available on request,Pie Creek,house,4.0,2.0,4.0,612.0,749990.0,4959321.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,4.87,6.24,4.87,3792.36,0.8,119.13,-8952.29,-172.16,0.0,4604.09,-4348.2,0.0,209998.0,-4.26,9.22,-3.62,Negative,https://www.realestate.com.au/property-house-qld-pie+creek-151509992
2026-06-30,Lot 4/54 Hinkler Place Crt,Pie Creek,house,4.0,2.0,2.0,4174.0,1013200.0,982338.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,3.61,4.62,3.61,5123.29,0.59,153.26,-24923.49,-479.3,0.0,9668.25,-15255.24,0.0,262640.0,-9.49,7.16,-7.96,Negative,https://www.realestate.com.au/property-house-qld-pie+creek-151406724
2026-06-30,Lot 11 50 Sparks Close,Pie Creek,house,4.0,2.0,2.0,18500.0,1371351.0,299982.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.67,3.41,2.67,6934.3,0.44,199.69,-46655.56,-897.22,44754.25,0.0,-46655.56,0.0,334270.2,-13.96,3.86,-11.58,Negative,https://www.realestate.com.au/property-house-qld-pie+creek-150704652
2026-06-30,105 Pine Valley Drive,Pie Creek,house,4.0,2.0,5.0,6004.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-pie+creek-150361472
2026-06-30,109 Watergum Drive,Pie Creek,house,4.0,3.0,6.0,4728.0,1695000.0,1450810.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.16,2.76,2.16,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,155000.0,-54.71,1.83,-35.37,Negative,https://www.realestate.com.au/property-house-qld-pie+creek-150715260
2026-06-30,38 Highland Court,Pie Creek,house,4.0,2.0,4.0,4000.0,1190000.0,1203941.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,3.07,3.93,3.07,6017.29,0.51,176.18,-35651.45,-685.6,35324.0,0.0,-35651.45,0.0,298000.0,-11.96,4.54,-9.97,Negative,https://www.realestate.com.au/property-house-qld-pie+creek-151007884
2026-06-30,123 Watergum Drive,Pie Creek,house,4.0,2.0,4.0,4027.0,1450000.0,1457151.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.52,3.23,2.52,7331.99,0.42,209.89,-51427.87,-989.0,48844.0,0.0,-51427.87,0.0,350000.0,-14.69,3.63,-12.17,Negative,https://www.realestate.com.au/property-house-qld-pie+creek-150819372
2026-06-30,11 Watergum Drive,Pie Creek,acreage/semi-rural,4.0,2.0,5.0,4132.0,1290000.0,1263420.0,,For Sale,Unknown,False,False,True,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,2.83,3.63,2.83,6522.94,0.47,189.14,-41719.3,-802.29,0.0,14993.88,-26725.42,0.0,318000.0,-13.12,5.87,-10.91,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-pie+creek-151259392
2026-06-30,284 Lawson Road,Jones Hill,acreage/semi-rural,6.0,3.0,5.0,20000.0,1399000.0,283078.0,,For Sale,Unknown,True,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",755.0,29619.2,2.12,2.81,2.12,7074.11,0.35,240.78,-55270.06,-1062.89,53128.8,0.0,-55270.06,0.0,339800.0,-16.27,2.77,-13.49,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-jones+hill-150968584
2026-06-30,241 Mcintosh Creek Road,Jones Hill,house,4.0,2.0,4.0,5882.0,1399000.0,962522.0,,For Sale,Unknown,False,False,True,New Build / Likely Eligible,2026 Budget: losses deductible against other income,755.0,29619.2,2.12,2.81,2.12,7074.11,0.35,240.78,-55270.06,-1062.89,0.0,19657.66,-35612.41,0.0,339800.0,-16.27,4.45,-13.49,Negative,https://www.realestate.com.au/property-house-qld-jones+hill-150358028
2026-06-30,4 Cardinal Circuit,Jones Hill,house,4.0,2.0,2.0,868.0,850000.0,3962939.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",755.0,29619.2,3.48,4.62,3.48,4298.06,0.57,155.93,-21957.55,-422.26,24580.8,0.0,-21957.55,0.0,230000.0,-9.55,4.87,-8.06,Negative,https://www.realestate.com.au/property-house-qld-jones+hill-151012940
2026-06-30,19 Ministerial Court,Jones Hill,house,4.0,2.0,2.0,0.0,820000.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",755.0,29619.2,3.61,4.79,3.61,4146.37,0.6,151.29,-20137.19,-387.25,23020.8,0.0,-20137.19,0.0,224000.0,-8.99,5.06,-7.6,Negative,https://www.realestate.com.au/property-house-qld-jones+hill-151443436
2026-06-30,54 Presidential Avenue,Jones Hill,house,4.0,2.0,2.0,844.0,765000.0,3668066.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",755.0,29619.2,3.87,5.13,3.87,3868.26,0.64,142.79,-16799.88,-323.07,20160.8,0.0,-16799.88,0.0,213000.0,-7.89,5.46,-6.69,Negative,https://www.realestate.com.au/property-house-qld-jones+hill-151318040
2026-06-30,18 Carana Avenue,Jones Hill,house,5.0,2.0,5.0,26700.0,1600000.0,242508.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",755.0,29619.2,1.85,2.45,1.85,10113.09,0.24,333.67,-91737.86,-1764.19,84380.8,0.0,-91737.86,0.0,60000.0,-152.9,0.06,-65.53,Negative,https://www.realestate.com.au/property-house-qld-jones+hill-151107932
2026-06-30,6 Ministerial Court,Jones Hill,house,4.0,2.0,2.0,826.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,755.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-jones+hill-151395088
2026-06-30,153 Lawson Road,Jones Hill,house,4.0,2.0,8.0,4000.0,1099000.0,1111875.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",755.0,29619.2,2.7,3.57,2.7,5557.14,0.44,194.41,-37066.5,-712.82,37528.8,0.0,-37066.5,0.0,279800.0,-13.25,3.66,-11.07,Negative,https://www.realestate.com.au/property-house-qld-jones+hill-151228872
2026-06-30,26 Ministerial Court,Jones Hill,house,4.0,2.0,2.0,827.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,755.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-jones+hill-151633212
2026-06-30,4 Managers Court,Jones Hill,house,5.0,2.0,2.0,774.0,867500.0,4535725.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",755.0,29619.2,3.41,4.53,3.41,4386.55,0.56,158.63,-23019.42,-442.68,25490.8,0.0,-23019.42,0.0,233500.0,-9.86,4.76,-8.31,Negative,https://www.realestate.com.au/property-house-qld-jones+hill-150859432
2026-06-30,Lot 282 Greenhalgh Road,Chatsworth,house,5.0,3.0,6.0,241700.0,0.0,,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-chatsworth-148574952
2026-06-30,21 Country View Drive,Chatsworth,house,4.0,2.0,2.0,4029.0,0.0,,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-chatsworth-150983028
2026-06-30,4 Percival Road,Chatsworth,acreage/semi-rural,5.0,2.0,8.0,53200.0,1325000.0,100791.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.76,3.53,2.76,6699.92,0.45,193.68,-43843.05,-843.14,42344.0,0.0,-43843.05,0.0,325000.0,-13.49,4.02,-11.21,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-chatsworth-150074184
2026-06-30,50 Walters Way,Chatsworth,acreage/semi-rural,4.0,4.0,4.0,5050.0,1550000.0,1242106.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.36,3.02,2.36,7837.64,0.39,222.85,-57495.72,-1105.69,54044.0,0.0,-57495.72,0.0,370000.0,-15.54,3.36,-12.85,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-chatsworth-151545476
2026-06-30,88 Overlander Avenue,Chatsworth,acreage/semi-rural,4.0,2.0,5.0,4486.0,1300000.0,1172741.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.81,3.6,2.81,6573.51,0.46,190.44,-42326.09,-813.96,41044.0,0.0,-42326.09,0.0,320000.0,-13.23,4.11,-10.99,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-chatsworth-151454560
2026-06-30,53 Overlander Avenue,Chatsworth,house,4.0,2.0,6.0,4531.0,1250000.0,1116437.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.92,3.74,2.92,6320.68,0.48,183.96,-39292.16,-755.62,38444.0,0.0,-39292.16,0.0,310000.0,-12.67,4.29,-10.55,Negative,https://www.realestate.com.au/property-house-qld-chatsworth-151541820
2026-06-30,Lot 3 Rammutt Rd,Chatsworth,house,4.0,2.0,2.0,8173.0,821100.0,406568.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,4.45,5.7,4.45,4151.93,0.73,128.35,-13267.14,-255.14,0.0,5972.24,-7294.9,0.0,224220.0,-5.92,8.54,-5.0,Negative,https://www.realestate.com.au/property-house-qld-chatsworth-150855568
2026-06-30,27 Vantage Road,Chatsworth,house,4.0,2.0,8.0,11100.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-chatsworth-150249400
2026-06-30,134 Allen Road,Chatsworth,acreage/semi-rural,4.0,2.0,4.0,20000.0,0.0,,,For Sale,Unknown,True,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-acreage+semi-rural-qld-chatsworth-151299528
2026-06-30,"Lot 1, 99 Irvine Road",Chatsworth,house,4.0,2.0,2.0,20200.0,1280000.0,256435.0,,For Sale,Unknown,False,True,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,2.86,3.66,2.86,6472.38,0.47,187.85,-41112.52,-790.63,0.0,14801.48,-26311.04,0.0,316000.0,-13.01,5.91,-10.82,Negative,https://www.realestate.com.au/property-house-qld-chatsworth-151550940
2026-06-30,Lot 77 Swagmans Ridge,Chatsworth,house,4.0,2.0,2.0,5925.0,969500.0,662182.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,3.77,4.83,3.77,4902.32,0.62,147.59,-22271.84,-428.3,0.0,8827.46,-13444.38,0.0,253900.0,-8.77,7.43,-7.37,Negative,https://www.realestate.com.au/property-house-qld-chatsworth-151049936
2026-06-30,4 Figtree Road,Chatsworth,house,3.0,2.0,4.0,4001.0,895000.0,905259.0,,For Sale,Unknown,False,False,False,New Build / Likely Eligible,2026 Budget: losses deductible against other income,900.0,36556.0,4.08,5.23,4.08,4525.61,0.67,137.93,-17751.28,-341.37,0.0,7394.08,-10357.2,0.0,239000.0,-7.43,7.94,-6.26,Negative,https://www.realestate.com.au/property-house-qld-chatsworth-151134104
2026-06-30,20 Swagmans Ridge,Chatsworth,house,4.0,2.0,2.0,4730.0,0.0,,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,,900.0,,,,,,,,,,,,,0.0,,,,,Unknown,https://www.realestate.com.au/property-house-qld-chatsworth-150915100
2026-06-30,78 Address Available Upon Request,Chatsworth,house,4.0,2.0,2.0,7928.0,1164898.0,594624.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,3.14,4.02,3.14,5890.36,0.52,172.92,-34128.3,-656.31,34018.7,0.0,-34128.3,0.0,292979.6,-11.65,4.65,-9.72,Negative,https://www.realestate.com.au/property-house-qld-chatsworth-149141008
2026-06-30,115 Traveston Crossing Road,Kybong,acreage/semi-rural,5.0,3.0,6.0,25300.0,1695000.0,271124.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,2.16,2.76,2.16,10113.09,0.3,281.2,-84801.06,-1630.79,77444.0,0.0,-84801.06,0.0,155000.0,-54.71,1.83,-35.37,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-kybong-151491128
2026-06-30,1/9 Fullerton Road,Kybong,house,4.0,2.0,2.0,7872.0,1040780.0,535047.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,3.51,4.5,3.51,5262.75,0.58,156.83,-26597.0,-511.48,27564.56,0.0,-26597.0,0.0,268156.0,-9.92,5.27,-8.31,Negative,https://www.realestate.com.au/property-house-qld-kybong-151536036
2026-06-30,3 Blanckensee Road,Langshaw,acreage/semi-rural,4.0,2.0,6.0,19600.0,1200000.0,247767.0,,For Sale,Unknown,False,False,False,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,3.05,3.9,3.05,6067.85,0.5,177.47,-36258.24,-697.27,35844.0,0.0,-36258.24,0.0,300000.0,-12.09,4.5,-10.07,Negative,https://www.realestate.com.au/property-acreage+semi-rural-qld-langshaw-149953240
2026-06-30,251 Heathcote Road,Langshaw,house,3.0,1.0,4.0,46200.0,835000.0,73141.0,,For Sale,Unknown,False,False,True,Established / Assume Quarantined,"2026 Budget: established losses quarantined, no wage offset",900.0,36556.0,4.38,5.6,4.38,4222.21,0.72,130.15,-14110.57,-271.36,16864.0,0.0,-14110.57,0.0,227000.0,-6.22,6.69,-5.25,Negative,https://www.realestate.com.au/property-house-qld-langshaw-146865444
